station,stratum,year,season,lat,lon,depth,surftemp,comname,abundance,biomass
240,1160,2011,FALL,41.530063,-67.073612,59,15.84,ATLANTIC COD,0,0
240,1170,2007,SPRING,41.679182,-65.819857,190,1.17,ATLANTIC COD,16,18.32
240,1170,2014,SPRING,41.639318,-65.88235,141,11.56,ATLANTIC COD,12,8.67151898734176
240,1180,2010,SPRING,41.315962,-66.181033,188,7.68,ATLANTIC COD,0,0
240,1190,2001,FALL,41.773152,-67.085122,59,15.49,ATLANTIC COD,0,0
240,1190,2002,FALL,41.039167,-68.23,47,16.47,ATLANTIC COD,0,0
240,1190,2003,FALL,41.411667,-67.728167,34,16.57,ATLANTIC COD,0,0
240,1190,2009,FALL,41.10924,-67.736332,46,13.21,ATLANTIC COD,0,0
240,1200,2002,SPRING,41.5715,-68.2255,37,6.84,ATLANTIC COD,16,49
240,1200,2005,SPRING,41.73327,-67.835933,31,5.04,ATLANTIC COD,6,0.72
240,1200,2008,SPRING,41.730083,-67.863883,26,5.62,ATLANTIC COD,0,0
240,1200,2009,SPRING,41.285422,-68.306553,55,5.15,ATLANTIC COD,0,0
240,1200,2011,SPRING,41.442023,-68.093827,50,6.09,ATLANTIC COD,1,1.14556962025316
240,1200,2012,SPRING,41.94746,-67.71108,45,7.11,ATLANTIC COD,1,0.248101265822785
240,1210,2006,SPRING,41.817067,-68.1665,95,5.93,ATLANTIC COD,1,0.88
240,1210,2007,FALL,42.096818,-67.436108,86,14.76,ATLANTIC COD,0,0
240,1220,2001,SPRING,42.177658,-66.62326,206,5.75,ATLANTIC COD,4,17.36
240,1250,2004,FALL,41.434065,-69.609408,27,14.15,ATLANTIC COD,0,0
240,3460,2010,FALL,41.309572,-70.692122,22,14.61,ATLANTIC COD,0,0
240,3600,2005,FALL,41.887333,-70.262367,33,12.22,ATLANTIC COD,8,0.026
241,1120,2012,FALL,39.938465,-69.371232,265,23.31,ATLANTIC COD,0,0
241,1130,2002,FALL,40.908333,-68.152833,59,15.74,ATLANTIC COD,0,0
241,1150,2013,SPRING,40.404008,-67.8672,235,6.97,ATLANTIC COD,0,0
241,1160,2001,FALL,41.805813,-66.878258,67,15.43,ATLANTIC COD,1,1.67
241,1160,2006,FALL,41.64154,-66.454448,77,15.6,ATLANTIC COD,0,0
241,1160,2010,SPRING,41.543508,-66.593668,83,5.11,ATLANTIC COD,63,60.0316455696203
241,1160,2011,FALL,42.021895,-66.844903,70,15.41,ATLANTIC COD,20,7.64556962025316
241,1170,2008,FALL,41.779337,-65.755852,155,NA,ATLANTIC COD,20,25.44
241,1170,2014,SPRING,41.854173,-65.870798,123,9.58,ATLANTIC COD,1,1.27088607594937
241,1190,2009,FALL,41.204235,-67.660305,51,13.24,ATLANTIC COD,0,0
241,1200,2003,FALL,41.722167,-67.735167,32,15.03,ATLANTIC COD,1,0.01
241,1200,2005,SPRING,41.587697,-68.369948,22,5.06,ATLANTIC COD,1,1.24
241,1200,2007,FALL,41.897877,-67.598758,32,15.65,ATLANTIC COD,0,0
241,1200,2011,SPRING,41.45759,-68.266838,49,5.77,ATLANTIC COD,6,5.18987341772152
241,1210,2004,SPRING,41.984,-67.806333,102,4.02,ATLANTIC COD,0,0
241,1220,2002,SPRING,41.804167,-68.309833,182,6.71,ATLANTIC COD,0,0
241,1220,2006,SPRING,41.757117,-68.449467,200,6.78,ATLANTIC COD,0,0
241,1230,2009,SPRING,41.273005,-68.687347,74,5.32,ATLANTIC COD,1,0.411392405063291
241,1240,2015,SPRING,41.737428,-69.544485,163,NA,ATLANTIC COD,0,0
241,1250,2008,SPRING,41.558705,-69.560142,46,NA,ATLANTIC COD,448,151.76
241,1290,2007,SPRING,42.18188,-65.766528,231,1.41,ATLANTIC COD,425,1266.16
241,1300,2001,SPRING,42.306507,-66.91079,301,4.04,ATLANTIC COD,0,0
241,3460,2010,FALL,41.303482,-70.575418,22,14.29,ATLANTIC COD,0,0
241,3460,2013,FALL,41.285227,-70.530517,24,15.96,ATLANTIC COD,0,0
241,3550,2004,FALL,41.38271,-69.579193,30,14.18,ATLANTIC COD,0,0
241,3590,2005,FALL,41.855,-70.255217,27,11.16,ATLANTIC COD,12,0.12
242,1090,2010,FALL,40.724947,-69.712542,48,14.13,ATLANTIC COD,0,0
242,1100,2014,FALL,40.847373,-68.933348,72,16.09,ATLANTIC COD,0,0
242,1120,2012,FALL,39.951,-69.326855,264,23.33,ATLANTIC COD,0,0
242,1130,2013,SPRING,40.576873,-67.769642,94,7.09,ATLANTIC COD,0,0
242,1160,2001,FALL,41.558723,-66.887398,67,15.12,ATLANTIC COD,0,0
242,1160,2006,FALL,41.722102,-66.37923,78,15.99,ATLANTIC COD,0,0
242,1160,2010,SPRING,41.594693,-66.63834,78,4.92,ATLANTIC COD,1,2.31012658227848
242,1160,2011,FALL,41.952248,-66.784767,66,15.01,ATLANTIC COD,2754,2042.06582278481
242,1180,2008,FALL,41.947223,-65.798547,190,NA,ATLANTIC COD,9,17.28
242,1190,2002,FALL,40.816833,-68.218333,51,16.33,ATLANTIC COD,0,0
242,1190,2009,FALL,41.33253,-67.853638,41,14.2,ATLANTIC COD,0,0
242,1200,2003,FALL,41.6515,-67.879,35,15.56,ATLANTIC COD,0,0
242,1200,2003,SPRING,41.26376,-68.303192,48,4.62,ATLANTIC COD,0,0
242,1200,2007,FALL,41.860783,-67.43478,58,15.41,ATLANTIC COD,1,2.78
242,1220,2001,SPRING,42.196367,-67.140167,193,5.56,ATLANTIC COD,64,365.6
242,1220,2004,SPRING,42.116,-67.6765,190,4.05,ATLANTIC COD,1,6.84
242,1230,2005,SPRING,41.51496,-68.470322,82,4.83,ATLANTIC COD,0,0
242,1230,2008,SPRING,41.527747,-69.453845,55,NA,ATLANTIC COD,836,176.32
242,1230,2011,SPRING,41.438058,-68.352135,56,5.8,ATLANTIC COD,1,0.506329113924051
242,1240,2002,SPRING,41.769333,-68.5215,186,6.78,ATLANTIC COD,0,0
242,1240,2006,SPRING,42.10085,-68.477233,175,5.82,ATLANTIC COD,0,0
242,1240,2015,SPRING,41.53774,-69.148947,162,NA,ATLANTIC COD,1,0.266455696202532
242,1250,2004,FALL,41.070337,-69.383807,41,13.47,ATLANTIC COD,1,2.4
242,1290,2007,SPRING,42.264358,-65.708278,208,1.21,ATLANTIC COD,1537,2372.2
242,1290,2012,SPRING,42.261863,-68.306507,204,6.79,ATLANTIC COD,1,0.537341772151899
242,3460,2013,FALL,41.218145,-70.235108,23,15.36,ATLANTIC COD,0,0
242,3580,2005,FALL,41.7562,-70.335033,15,10.82,ATLANTIC COD,0,0
243,1090,2010,FALL,40.764488,-69.607953,40,14.15,ATLANTIC COD,0,0
243,1110,2012,FALL,40.075168,-69.12916,154,22.16,ATLANTIC COD,0,0
243,1150,2013,SPRING,40.44804,-67.329557,260,10.2,ATLANTIC COD,0,0
243,1160,2001,FALL,41.389802,-67.013428,64,15.55,ATLANTIC COD,0,0
243,1160,2006,FALL,41.894355,-66.495242,81,15.9,ATLANTIC COD,1,1.58
243,1160,2010,SPRING,41.89414,-66.84838,63,5.78,ATLANTIC COD,63,83.9113924050633
243,1160,2011,FALL,41.812353,-66.584763,74,14.18,ATLANTIC COD,80,52.4556962025317
243,1170,2008,FALL,41.868923,-65.801402,138,NA,ATLANTIC COD,1,2.9
243,1190,2002,FALL,41.018833,-68.2985,42,15.6,ATLANTIC COD,0,0
243,1190,2007,FALL,41.78575,-67.161635,57,15.05,ATLANTIC COD,1,2.22
243,1190,2009,FALL,41.440508,-67.413013,45,13.68,ATLANTIC COD,0,0
243,1200,2003,FALL,41.776833,-68.027333,38,14.61,ATLANTIC COD,0,0
243,1200,2011,SPRING,41.296243,-68.407722,57,5.76,ATLANTIC COD,0,0
243,1210,2001,SPRING,42.11848,-67.285187,73,5.86,ATLANTIC COD,154,582.45
243,1230,2004,FALL,41.100288,-69.12214,92,14.62,ATLANTIC COD,2,0.38
243,1230,2005,FALL,41.04125,-68.95115,77,11.29,ATLANTIC COD,9,6.84
243,1230,2005,SPRING,41.482028,-68.479592,85,4.9,ATLANTIC COD,1,1.58
243,1230,2009,SPRING,41.260668,-68.808782,98,5.33,ATLANTIC COD,0,0
243,1240,2002,SPRING,41.565333,-68.683167,146,6.78,ATLANTIC COD,4,18.92
243,1240,2006,SPRING,42.0568,-68.578617,175,5.56,ATLANTIC COD,0,0
243,1240,2015,SPRING,41.558953,-68.836198,154,NA,ATLANTIC COD,0,0
243,1250,2008,SPRING,41.36738,-69.487015,30,NA,ATLANTIC COD,20,3.84
243,1290,2004,SPRING,42.187167,-67.9475,238,2.72,ATLANTIC COD,0,0
243,1290,2007,SPRING,42.439283,-66.162883,246,1.9,ATLANTIC COD,0,0
243,1290,2012,SPRING,42.514468,-68.298248,196,6.49,ATLANTIC COD,0,0
243,3460,2013,FALL,41.144178,-70.143375,26,15.58,ATLANTIC COD,0,0
244,1090,2010,FALL,40.780855,-69.379293,34,13.86,ATLANTIC COD,0,0
244,1110,2012,FALL,40.157575,-68.867323,152,22.88,ATLANTIC COD,0,0
244,1130,2013,SPRING,40.686563,-67.494475,89,6.65,ATLANTIC COD,0,0
244,1130,2014,FALL,40.863333,-68.791333,67,16.26,ATLANTIC COD,0,0
244,1160,2001,FALL,41.268063,-66.936837,69,15.62,ATLANTIC COD,0,0
244,1160,2011,FALL,41.590565,-66.460897,86,14.7,ATLANTIC COD,1,0.979746835443038
244,1190,2005,FALL,40.859183,-68.6743,63,15.88,ATLANTIC COD,0,0
244,1190,2007,FALL,41.695402,-67.073918,58,14.91,ATLANTIC COD,0,0
244,1190,2009,FALL,41.177873,-67.446245,53,12.61,ATLANTIC COD,0,0
244,1200,2001,SPRING,42.0181,-67.346793,54,5.85,ATLANTIC COD,1,2
244,1210,2010,SPRING,42.105098,-66.867732,70,5.86,ATLANTIC COD,135,112.32911392405
244,1220,2003,FALL,41.812667,-68.242,127,14.22,ATLANTIC COD,0,0
244,1220,2008,FALL,42.105473,-66.074677,158,NA,ATLANTIC COD,1,3.74
244,1230,2002,FALL,41.185,-68.582,61,16.74,ATLANTIC COD,0,0
244,1230,2004,FALL,41.020678,-68.875927,70,14.17,ATLANTIC COD,126,81.18
244,1230,2011,SPRING,41.439567,-68.510962,87,6.02,ATLANTIC COD,0,0
244,1230,2015,SPRING,41.409215,-68.551542,87,NA,ATLANTIC COD,0,0
244,1240,2002,SPRING,41.706167,-69.1135,172,6.86,ATLANTIC COD,0,0
244,1240,2005,SPRING,41.316962,-68.87109,129,5.31,ATLANTIC COD,0,0
244,1240,2006,SPRING,42.021133,-68.883017,134,5.34,ATLANTIC COD,4,6.04
244,1250,2008,SPRING,41.22745,-69.380768,46,NA,ATLANTIC COD,40,1.38
244,1290,2004,SPRING,42.150833,-67.992167,240,4.26,ATLANTIC COD,0,0
244,1290,2007,SPRING,42.349218,-66.32329,243,4.3,ATLANTIC COD,0,0
244,1290,2012,SPRING,42.527543,-68.371985,207,6.74,ATLANTIC COD,0,0
244,1290,2014,SPRING,42.169558,-65.82079,250,5.95,ATLANTIC COD,12,5.88227848101267
244,3460,2013,FALL,40.909543,-70.017732,32,15.25,ATLANTIC COD,0,0
245,1100,2010,FALL,40.772398,-68.973097,73,14.29,ATLANTIC COD,0,0
245,1110,2012,FALL,40.22646,-68.844563,119,22.38,ATLANTIC COD,0,0
245,1130,2009,FALL,41.103192,-67.251297,63,12.47,ATLANTIC COD,0,0
245,1130,2013,SPRING,40.830513,-67.836953,68,6.69,ATLANTIC COD,0,0
245,1160,2001,FALL,41.272495,-66.751068,76,15.97,ATLANTIC COD,0,0
245,1160,2006,FALL,41.900912,-66.175572,89,14.49,ATLANTIC COD,1380,3166.8
245,1160,2011,FALL,41.38413,-66.285295,103,14.33,ATLANTIC COD,0,0
245,1160,2014,SPRING,42.018342,-66.09809,97,5.05,ATLANTIC COD,144,63.0740506329114
245,1190,2005,FALL,41.002633,-68.317833,42,15.63,ATLANTIC COD,0,0
245,1190,2007,FALL,41.596583,-67.199088,52,15.85,ATLANTIC COD,0,0
245,1200,2001,SPRING,41.976883,-67.585197,49,5.87,ATLANTIC COD,36,47.4
245,1210,2010,SPRING,42.133718,-66.712933,83,5.75,ATLANTIC COD,2700,1743.26582278481
245,1220,2003,FALL,41.887,-68.110333,168,14.48,ATLANTIC COD,0,0
245,1220,2004,SPRING,41.903833,-68.205667,213,4.15,ATLANTIC COD,0,0
245,1230,2002,FALL,41.307667,-68.610833,72,16.5,ATLANTIC COD,0,0
245,1230,2004,FALL,41.076862,-68.752832,65,12.85,ATLANTIC COD,1,2.56
245,1230,2015,SPRING,41.585305,-68.483017,92,NA,ATLANTIC COD,0,0
245,1240,2002,SPRING,41.767833,-69.127833,190,6.65,ATLANTIC COD,1,11.46
245,1240,2005,SPRING,41.643502,-68.845877,126,5.04,ATLANTIC COD,16,34.48
245,1240,2006,SPRING,41.688883,-68.551667,172,5.81,ATLANTIC COD,1,5.6
245,1240,2011,SPRING,41.43702,-68.983025,150,5.62,ATLANTIC COD,20,7.01265822784812
245,1250,2003,SPRING,41.47203,-69.516442,37,4.27,ATLANTIC COD,110,47.704
245,1250,2008,SPRING,41.119212,-69.214863,54,NA,ATLANTIC COD,20,8.248
245,1250,2013,FALL,41.011585,-69.228133,64,14.79,ATLANTIC COD,6,2.68481012658228
245,1290,2007,SPRING,42.242883,-66.031597,248,3.21,ATLANTIC COD,1,1
245,1290,2012,SPRING,42.702907,-68.234165,185,6.5,ATLANTIC COD,0,0
245,3610,2009,SPRING,42.120152,-70.146665,43,3.94,ATLANTIC COD,2220,177.088607594937
246,1090,2008,SPRING,40.901672,-69.592302,36,5.38,ATLANTIC COD,16,0.012
246,1130,2004,FALL,40.963142,-68.735897,63,14.13,ATLANTIC COD,1,0.002
246,1130,2010,FALL,40.727332,-68.762878,67,14.43,ATLANTIC COD,0,0
246,1130,2013,SPRING,40.907562,-67.940462,58,6.46,ATLANTIC COD,0,0
246,1150,2012,FALL,40.134447,-68.615925,188,23.03,ATLANTIC COD,0,0
246,1160,2011,FALL,41.593522,-66.124942,99,14.57,ATLANTIC COD,0,0
246,1160,2014,SPRING,42.050185,-66.174112,95,5.57,ATLANTIC COD,864,529.621518987342
246,1170,2001,FALL,41.401887,-66.165527,129,15.74,ATLANTIC COD,0,0
246,1180,2006,FALL,42.022653,-65.851752,218,16.59,ATLANTIC COD,0,0
246,1180,2009,FALL,40.817715,-66.68071,219,23.95,ATLANTIC COD,0,0
246,1190,2005,FALL,41.180083,-68.0601,43,16.03,ATLANTIC COD,0,0
246,1190,2007,FALL,41.480183,-67.3655,43,16.58,ATLANTIC COD,0,0
246,1200,2015,SPRING,41.611505,-68.423008,53,NA,ATLANTIC COD,0,0
246,1210,2007,SPRING,42.1103,-66.141855,102,3.75,ATLANTIC COD,320,330.56
246,1210,2008,FALL,42.144347,-66.642087,98,NA,ATLANTIC COD,16,18.828
246,1220,2001,SPRING,42.09525,-67.68731,179,5.32,ATLANTIC COD,1,7.97
246,1220,2003,FALL,42.025167,-67.958333,190,13.74,ATLANTIC COD,0,0
246,1220,2004,SPRING,41.781,-68.361667,191,4.37,ATLANTIC COD,1,4.65
246,1220,2010,SPRING,42.189613,-66.610837,208,4.99,ATLANTIC COD,20,40
246,1230,2002,FALL,41.363333,-69.2605,114,15.41,ATLANTIC COD,285,686.1
246,1230,2006,SPRING,41.346983,-68.51335,67,5.41,ATLANTIC COD,1,1.16
246,1230,2011,SPRING,41.380965,-69.286495,108,5.23,ATLANTIC COD,341,75.3987341772152
246,1230,2014,FALL,41.023667,-68.881833,69,16.35,ATLANTIC COD,3,0.494303797468354
246,1240,2002,SPRING,41.766667,-69.184167,193,6.65,ATLANTIC COD,1,8.18
246,1240,2005,SPRING,41.72745,-68.908297,168,5.04,ATLANTIC COD,9,12.54
246,1250,2013,FALL,41.222627,-69.349792,56,13.54,ATLANTIC COD,0,0
246,1290,2012,SPRING,42.52389,-67.93121,219,6.69,ATLANTIC COD,0,0
246,3610,2009,SPRING,42.065565,-70.293418,59,4.51,ATLANTIC COD,1,1.25949367088608
247,1100,2008,SPRING,40.956247,-69.11418,73,NA,ATLANTIC COD,1,0.002
247,1130,2012,FALL,40.465945,-68.434213,94,19.89,ATLANTIC COD,0,0
247,1160,2001,FALL,41.638878,-66.547173,72,15.15,ATLANTIC COD,0,0
247,1160,2010,SPRING,41.937595,-66.546242,80,5.63,ATLANTIC COD,12,8.08860759493671
247,1170,2009,FALL,40.88889,-66.648288,121,21.76,ATLANTIC COD,0,0
247,1170,2011,FALL,41.607088,-65.963408,120,14.23,ATLANTIC COD,0,0
247,1190,2004,FALL,41.09815,-68.59071,55,14.27,ATLANTIC COD,0,0
247,1190,2007,FALL,41.532327,-67.61965,37,16.46,ATLANTIC COD,0,0
247,1190,2010,FALL,40.843308,-68.607893,57,15.08,ATLANTIC COD,0,0
247,1190,2013,SPRING,40.98127,-67.806448,54,6.3,ATLANTIC COD,0,0
247,1200,2005,FALL,41.57865,-67.983017,31,15.93,ATLANTIC COD,0,0
247,1200,2006,SPRING,41.25655,-68.3519,55,5.1,ATLANTIC COD,1,1.1
247,1210,2001,SPRING,42.105465,-67.486213,133,5.6,ATLANTIC COD,0,0
247,1210,2003,FALL,42.100333,-67.406167,65,14.39,ATLANTIC COD,0,0
247,1210,2008,FALL,42.097418,-67.013208,62,NA,ATLANTIC COD,36,33.48
247,1220,2007,SPRING,42.147535,-66.387655,149,3.7,ATLANTIC COD,48,78.84
247,1220,2014,SPRING,42.169543,-66.257382,201,7.23,ATLANTIC COD,6,5.12658227848102
247,1230,2013,FALL,41.346023,-69.325947,81,14.29,ATLANTIC COD,0,0
247,1230,2014,FALL,41.019853,-68.75343,64,16.56,ATLANTIC COD,0,0
247,1240,2015,SPRING,41.882755,-68.402567,202,NA,ATLANTIC COD,12,16.8189873417722
247,1250,2002,FALL,41.344667,-69.421333,34,13.76,ATLANTIC COD,1,2.1
247,1250,2003,SPRING,41.573638,-69.588088,52,4.13,ATLANTIC COD,0,0
247,1290,2006,FALL,42.195337,-66.121267,232,16.29,ATLANTIC COD,0,0
247,1360,2012,SPRING,42.86057,-67.609823,229,5.85,ATLANTIC COD,0,0
248,1130,2012,FALL,40.625343,-68.224517,88,19.28,ATLANTIC COD,0,0
248,1160,2001,FALL,41.805085,-66.50695,77,14.94,ATLANTIC COD,25,42.6
248,1160,2007,SPRING,42.056452,-66.612937,77,4.67,ATLANTIC COD,391,801.04
248,1160,2009,FALL,41.028695,-66.522067,99,11.26,ATLANTIC COD,0,0
248,1160,2010,SPRING,41.93415,-66.263485,80,4.66,ATLANTIC COD,12,13.120253164557
248,1170,2011,FALL,41.687155,-65.854767,132,15.63,ATLANTIC COD,40,17.1993670886076
248,1190,2007,FALL,41.449678,-67.795218,35,16.69,ATLANTIC COD,0,0
248,1190,2010,FALL,40.893805,-68.621045,61,14.93,ATLANTIC COD,0,0
248,1190,2013,SPRING,41.056253,-67.680033,56,6.26,ATLANTIC COD,1,0.768354430379747
248,1190,2014,FALL,40.991305,-68.561318,56,16.91,ATLANTIC COD,0,0
248,1200,2003,FALL,41.956,-67.337667,50,14.49,ATLANTIC COD,0,0
248,1200,2005,FALL,41.481367,-68.178317,46,15.46,ATLANTIC COD,0,0
248,1220,2006,FALL,42.153528,-66.245725,176,14.52,ATLANTIC COD,0,0
248,1230,2004,FALL,41.256413,-68.588173,63,12.86,ATLANTIC COD,0,0
248,1230,2008,SPRING,41.062415,-68.91188,68,NA,ATLANTIC COD,0,0
248,1240,2003,SPRING,41.892647,-69.522735,203,4.87,ATLANTIC COD,0,0
248,1240,2005,SPRING,41.976715,-68.798835,134,4.88,ATLANTIC COD,1,0.16
248,1250,2002,FALL,41.441333,-69.4095,49,12.3,ATLANTIC COD,25,33.3
248,1250,2013,FALL,41.321365,-69.456722,33,12.57,ATLANTIC COD,0,0
248,1290,2001,SPRING,42.282508,-67.528267,281,5.31,ATLANTIC COD,0,0
248,1290,2012,SPRING,42.720003,-67.38735,208,NA,ATLANTIC COD,0,0
248,1300,2008,FALL,42.35374,-67.013937,337,12.89,ATLANTIC COD,0,0
248,3550,2002,SPRING,41.512833,-69.714667,26,6.15,ATLANTIC COD,4,1.742
248,3600,2009,SPRING,41.9755,-70.245663,40,NA,ATLANTIC COD,0,0
249,1130,2008,SPRING,40.979868,-68.844308,67,NA,ATLANTIC COD,0,0
249,1130,2012,FALL,40.518528,-68.143512,109,21.77,ATLANTIC COD,0,0
249,1130,2013,SPRING,41.163472,-67.329392,56,6.16,ATLANTIC COD,0,0
249,1160,2001,FALL,41.841275,-66.327507,82,15.88,ATLANTIC COD,1,2.37
249,1160,2009,FALL,41.060223,-66.601117,90,11.4,ATLANTIC COD,0,0
249,1160,2010,SPRING,41.779075,-66.132303,89,5.21,ATLANTIC COD,1,0.575949367088608
249,1190,2004,SPRING,41.336167,-67.939333,39,NA,ATLANTIC COD,6,0.136
249,1190,2007,FALL,41.316303,-67.710607,39,16.97,ATLANTIC COD,0,0
249,1190,2014,FALL,40.973378,-68.057555,52,16.37,ATLANTIC COD,0,0
249,1200,2005,FALL,41.4137,-68.232417,46,16.13,ATLANTIC COD,0,0
249,1210,2006,FALL,42.1042,-66.363758,86,14.82,ATLANTIC COD,1,1
249,1220,2014,SPRING,42.155667,-66.487,150,7.31,ATLANTIC COD,6,3.9632911392405
249,1230,2002,FALL,41.518167,-69.442833,60,15.6,ATLANTIC COD,540,1118.44
249,1230,2010,FALL,41.063262,-68.770798,68,14.08,ATLANTIC COD,0,0
249,1240,2004,FALL,41.42159,-68.860797,143,14.3,ATLANTIC COD,1,0.68
249,1240,2005,SPRING,42.025592,-68.475473,169,4.86,ATLANTIC COD,0,0
249,1280,2003,SPRING,41.896828,-69.271485,206,5.13,ATLANTIC COD,0,0
249,1290,2001,SPRING,42.258735,-67.342712,278,5.35,ATLANTIC COD,0,0
249,1290,2008,FALL,42.684945,-66.879828,207,NA,ATLANTIC COD,1,1
249,1290,2015,SPRING,41.8739,-68.280932,217,NA,ATLANTIC COD,1,4.22658227848101
249,3550,2002,SPRING,41.3845,-69.596333,29,6.36,ATLANTIC COD,16,13.2
249,3590,2009,SPRING,41.867428,-70.241755,30,4.37,ATLANTIC COD,0,0
250,1100,2008,SPRING,40.679317,-68.956435,64,NA,ATLANTIC COD,0,0
250,1130,2013,SPRING,41.093438,-67.321018,64,NA,ATLANTIC COD,6,2.04810126582278
250,1130,2014,FALL,40.75267,-67.634798,77,16.36,ATLANTIC COD,0,0
250,1140,2012,FALL,40.463842,-67.971698,130,21.51,ATLANTIC COD,0,0
250,1160,2001,FALL,41.609367,-66.078628,98,15.48,ATLANTIC COD,0,0
250,1160,2006,FALL,42.019992,-66.498988,79,15.51,ATLANTIC COD,36,45.36
250,1160,2009,FALL,41.16252,-66.707272,80,11.32,ATLANTIC COD,0,0
250,1160,2010,SPRING,41.734673,-65.982908,105,5.42,ATLANTIC COD,0,0
250,1180,2011,FALL,41.798127,-65.732117,244,15.66,ATLANTIC COD,15,8.93544303797469
250,1190,2003,FALL,41.5955,-67.140667,57,15.35,ATLANTIC COD,1,5.13
250,1190,2007,FALL,41.402215,-67.904573,42,17.29,ATLANTIC COD,0,0
250,1190,2010,FALL,41.105577,-68.331918,47,14.9,ATLANTIC COD,0,0
250,1210,2007,SPRING,42.141165,-66.772445,92,4.91,ATLANTIC COD,30,20.4
250,1210,2014,SPRING,42.13873,-66.713837,96,7.53,ATLANTIC COD,40,24.2816455696203
250,1220,2005,SPRING,41.777182,-68.382007,187,4.89,ATLANTIC COD,9,56.82
250,1220,2015,SPRING,41.872898,-68.191585,186,NA,ATLANTIC COD,0,0
250,1230,2005,FALL,41.35775,-68.44485,68,14.21,ATLANTIC COD,0,0
250,1240,2004,FALL,41.604648,-68.778988,148,14.13,ATLANTIC COD,0,0
250,1250,2013,FALL,41.448045,-69.548438,32,NA,ATLANTIC COD,135,28.6575949367088
250,1280,2003,SPRING,41.904945,-69.142197,214,5.15,ATLANTIC COD,0,0
250,1290,2008,FALL,42.648287,-67.012927,289,NA,ATLANTIC COD,0,0
250,1290,2012,SPRING,42.67643,-67.404395,239,6.41,ATLANTIC COD,0,0
250,1300,2001,SPRING,42.475563,-67.242035,340,4.54,ATLANTIC COD,0,0
250,3560,2002,SPRING,41.890167,-69.936667,24,6.85,ATLANTIC COD,1920,2342.16
250,3590,2009,SPRING,41.82196,-70.344553,26,4.7,ATLANTIC COD,1,0.0120253164556962
251,1130,2013,SPRING,40.823742,-67.240982,93,6.5,ATLANTIC COD,0,0
251,1150,2012,FALL,40.350888,-67.83013,220,22.58,ATLANTIC COD,0,0
251,1160,2006,FALL,41.969555,-66.974557,61,15.46,ATLANTIC COD,0,0
251,1160,2009,FALL,41.271437,-66.639853,84,11.52,ATLANTIC COD,0,0
251,1170,2010,SPRING,41.732065,-65.843855,129,4.58,ATLANTIC COD,77,32.3462025316456
251,1180,2001,FALL,41.558093,-65.921692,224,16.6,ATLANTIC COD,0,0
251,1180,2011,FALL,42.038923,-65.892928,207,16.7,ATLANTIC COD,165,142.672784810127
251,1190,2003,FALL,41.726667,-67.074667,60,15.28,ATLANTIC COD,0,0
251,1200,2007,FALL,41.365067,-68.131353,33,17.18,ATLANTIC COD,0,0
251,1210,2005,SPRING,41.76652,-68.277413,84,4.96,ATLANTIC COD,0,0
251,1210,2014,SPRING,42.157272,-66.84386,114,7.33,ATLANTIC COD,77,51.3791139240506
251,1210,2015,SPRING,41.91333,-67.95382,93,NA,ATLANTIC COD,1,0.286075949367089
251,1220,2004,FALL,41.726658,-68.41419,175,13.02,ATLANTIC COD,1,0.002
251,1220,2007,SPRING,42.184243,-66.772815,206,5.05,ATLANTIC COD,0,0
251,1230,2005,FALL,41.481267,-68.45775,85,12.98,ATLANTIC COD,0,0
251,1230,2010,FALL,41.44514,-68.345573,55,13.78,ATLANTIC COD,0,0
251,1230,2013,FALL,41.58571,-69.539317,66,14.65,ATLANTIC COD,0,0
251,1240,2002,SPRING,41.967333,-69.703333,166,6.94,ATLANTIC COD,0,0
251,1240,2003,SPRING,41.859352,-68.878548,158,4.67,ATLANTIC COD,0,0
251,1300,2001,SPRING,42.566742,-67.266998,291,4.09,ATLANTIC COD,0,0
251,1300,2008,FALL,42.479497,-67.24674,335,13.06,ATLANTIC COD,0,0
251,1300,2012,SPRING,42.598582,-67.071438,299,6.62,ATLANTIC COD,0,0
251,3550,2002,FALL,41.303667,-69.547,25,12.7,ATLANTIC COD,0,0
251,3600,2009,SPRING,41.89781,-70.399677,32,4.64,ATLANTIC COD,0,0
252,1130,2014,FALL,40.602667,-67.594667,96,16.58,ATLANTIC COD,0,0
252,1140,2012,FALL,40.462433,-67.716678,139,20.42,ATLANTIC COD,0,0
252,1140,2013,SPRING,40.65459,-67.123423,116,7.2,ATLANTIC COD,0,0
252,1160,2003,FALL,41.821,-66.747333,64,14.23,ATLANTIC COD,0,0
252,1160,2009,FALL,41.413727,-66.908222,69,12.15,ATLANTIC COD,0,0
252,1160,2011,FALL,42.049825,-66.040055,98,15.47,ATLANTIC COD,702,208.777215189874
252,1170,2010,SPRING,41.728515,-65.785138,173,5.15,ATLANTIC COD,192,164.050632911393
252,1200,2007,FALL,41.21914,-68.37051,54,16.83,ATLANTIC COD,0,0
252,1200,2010,FALL,41.458013,-68.12078,46,14.59,ATLANTIC COD,0,0
252,1210,2005,SPRING,41.814432,-68.112312,75,4.89,ATLANTIC COD,1,1.88
252,1210,2006,FALL,42.101222,-66.892658,66,15.85,ATLANTIC COD,204,205.68
252,1210,2015,SPRING,41.934703,-67.84568,67,NA,ATLANTIC COD,6,1.57341772151899
252,1240,2003,SPRING,41.612083,-68.74086,147,5.01,ATLANTIC COD,0,0
